data_id,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,location,latitude,longitude,geo_precision,source,source_scale,notes,timestamp,iso3
,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,,#country+code
7327674,ARM4966,4966,2020-12-05,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Caucasian Knot,International,"On 5 December 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest of tens of thousands of people in Yerevan demanding the resignation of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as the surrender of Artsakh. [size=tens of thousands]",1607369873,ARM
7327633,ARM4965,4965,2020-12-03,2020,1,Protests,Peaceful protest,Protesters (Armenia),National Agenda,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Tert; A1+,National,"On 3 December 2020, members of the National Agenda party organized a protest in front of the prosecutor's office in Yerevan demanding to stop political persecutions and start an investigation against the prime minister for signing the agreement ending the war Nagorno-Karabakh. A similar protest happened in front of another ruling party MP on that day in Yerevan. [size=no report]",1607369873,ARM
7327711,ARM4955,4955,2020-12-03,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 3 December 2020, members of the Armenian Revolutionary Federation blocked several streets in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. The police intervened and detained 43 people blocking the streets. [size=no report]",1607369874,ARM
7327722,ARM4964,4964,2020-12-02,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party; Government of Armenia (2018-),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL,International,"On 2 December 2020, members of the Armenian Revolutionary Federation organized a protest march in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. Among the protesters was the MP from Prosperious Armenia. [size=no report]",1607369874,ARM
7327879,ARM4962,4962,2020-12-01,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Armavir,Vagharshapat,Vagharshapat,40.1627,44.2931,1,Yerkir,National,"On 1 December 2020, parents and relatives of soldiers who went missing during the war in Nagorno Karabakh organized a protest in front of the military base in Vagharshapat demanding to organize search operations in Zangilan region. [size=no report]",1607369875,ARM
7327632,ARM4963,4963,2020-12-01,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL; Yerkir; A1+,National-International,"On 1 December 2020, parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the ministry of defense in Yerevan demanding to fasten search of missing soldiers and exchange hostages. Meanwhile, with the same demand singers, actors and other cultural figures organized a march to the US embassy and a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, all as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",1607369873,ARM
7327647,ARM4954,4954,2020-12-01,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,A1+,National,"On 1 December 2020, members of the Armenian Revolutionary Federation organized a protest march in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. The police dispersed detained 35 people, after protesters tried to block one of the streets. [size=no report]",1607369873,ARM
7327648,ARM4961,4961,2020-12-01,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,Gyumri,40.7847,43.8416,1,A1+,National,"On 1 December 2020, a group of people organized a protest in front of the house of an MP from the ruling party in Gyumri, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",1607369873,ARM
7327631,ARM4960,4960,2020-11-30,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Yerevan Today; News Am,National,"On 30 November 2020, members of the Armenian Revolutionary Federation blocked Mashtots avenue in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. The police dispersed the protest and detained 33 people. [size=at least 33]",1607369873,ARM
7327682,ARM4959,4959,2020-11-30,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Hetq,National,"On 30 November 2020, singers, actors and other cultural figures organized a march to the French embassy in Yerevan, demanding to free Armenian hostages captured by Azerbaijan and return the bodies of killed soldiers. On the same day, a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down. Both protests took place as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",1607369873,ARM
7327710,ARM4956,4956,2020-11-30,2020,1,Protests,Excessive force against protesters,Protesters (Armenia),Reformists Party,6,Rioters (Armenia),,5,56,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 30 November 2020, around 10 members of the Reformists party and others organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. During the protest an unidentified group physicaly attacked the protesters and 3 of them had to be hospitalized. [size=around 10]",1607369874,ARM
7327734,ARM4953,4953,2020-11-29,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Tert,National,"On 29 November 2020, singers, actors and other cultural figures organized a march to the Russian embassy in Yerevan, demanding to free Armenian hostages captured by Azerbaijan and return the bodies of killed soldiers. A group of people also organized a protest in front of the houses of an MP from the ruling party in Yerevan. Both protests happened as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. [size=no report]",1607369874,ARM
7312804,ARM4951,4951,2020-11-28,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL; News Am,National-International,"On 28 November 2020, parents and relatives of the conscripts organized protests in front of the government house in Yerevan, demanding to relocate the soldiers from Nagorno-Karabakh to Armenia and give them a short vacation. After the meeting with the spokeswoman of the prime minister, people continued the protest next to the ministry of defense in Yerevan. [size=no report]",1606759999,ARM
7312805,ARM4952,4952,2020-11-28,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,A1+; RFE/RL,National-International,"On 28 November 2020, singers, actors and other cultural figures organized a protest in Yerevan, demanding to free Armenian hostages captured by Azerbaijan and return the bodies of killed soldiers, as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. [size=no report]",1606759999,ARM
7327712,ARM4958,4958,2020-11-28,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 28 November 2020, a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",1607369874,ARM
7312803,ARM4949,4949,2020-11-27,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Gegharkunik,Vardenis,Sotk,40.1997,45.8643,2,RFE/RL; News Am,National-International,"On 27 November 2020, workers of the gold mine in Sotk organized a protest near the mine, demanding clarification about the mine's future. The road to the gold mine was closed after the Armenian authorities reported that half of the mine's territory was handed over to Azerbaijan, as it is located in the Azerbaijani Kalbajar region. [size=no report]",1606759999,ARM
7312868,ARM4950,4950,2020-11-27,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 27 November 2020, parents and relatives of the conscripts organized protests in front of the ministry of defense and the government house in Yerevan, demanding to transfer the soldiers from Nagorno-Karabakh to Armenia. [size=no report]",1606760000,ARM
7312802,ARM4948,4948,2020-11-26,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; BHK: Prosperous Armenia Party,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,1in; News Am; Hraparak,National,"On 26 November 2020, people organized a protest in front of the Parliament building in Yerevan demanding from the ruling My step alliance vote for the abolition of martial law in Armenia, as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. Among the protesters were the member of the Armenian Revolutionary Federation and Prosperous Armenia Party. [size=no report]",1606759999,ARM
7312867,ARM4946,4946,2020-11-26,2020,1,Protests,Peaceful protest,Protesters (Armenia),Former Government of Armenia (2008-2018),6,,,0,60,Caucasus and Central Asia,Armenia,Tavush,Idjevan,Idjevan,40.8778,45.1516,1,News Am,National,"On 26 November 2020, a group of people organized a protest in Idjevan city (Idjevan, Tavush) demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. Among the protesters was a former MP. [size=no report]",1606760000,ARM
7312878,ARM4947,4947,2020-11-26,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL,International,"On 26 November 2020, hundreds of parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the government house in Yerevan demanding a meeting with the prime minister to address their questions. [size=hundreds]",1606760000,ARM
7327709,ARM4957,4957,2020-11-25,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 25 November 2020, a group of people organized a protest in front of the house of an MP from the ruling party in Yerevan, demanding him to step down as part of string of nationwide protests against the agreement ending the war in Nagorno-Karabakh. [size=no report]",1607369874,ARM
7312851,ARM4944,4944,2020-11-24,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Hetq,National,"On 24 November 2020, parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the government building in Yerevan demanding a meeting with the prime minister of Armenia to address their questions. [size=no report]",1606760000,ARM
7312869,ARM4945,4945,2020-11-24,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 24 November 2020, members of the Armenian Revolutionary Federation organized a protest in front of the ruling Civil Contract party in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. The police detained 2 protesters after they started to draw slogans on the ground. [size=no report]",1606760000,ARM
7312876,ARM4943,4943,2020-11-23,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL,International,"On 23 November 2020, parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the ministry of defense of Armenia in Yerevan demanding a meeting with the officials to address their questions. [size=no report]",1606760000,ARM
7311062,ARM4942,4942,2020-11-21,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Sputnik Armenia,National,"On 21 November 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest in Yerevan demanding the resignation of the Prime Minister. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",1606240855,ARM
7310953,ARM4941,4941,2020-11-20,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; Former Government of Armenia (2008-2018),6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Caucasian Knot; Sputnik Armenia,National-International,"On 20 November 2020, protesters tried to block several streets in Yerevan, demanding the resignation of the prime minister of Armenia. Simualtanisly, dozens of other protesters organized an auto rally with the same demand. Police prevented the attempts to close the streets and detained 84 people. Among the detainees were the former head of Parliament's staff and the members of Republican Party of Armenia and and Armenian Revolutionary Federation. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=at least dozens]",1606240855,ARM
7311063,ARM4940,4940,2020-11-20,2020,1,Protests,Protest with intervention,Protesters (Armenia),,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Shirak,Akhuryan,Gyumri,40.7847,43.8416,1,Sputnik Armenia,National,"On 20 November 2020, protesters blocked the street next to Shirak Regional Administration in Gyumri (Shirak, Armenia) demanding the resignation of the prime minister of Armenia. The police dispersed the protest and detained 8 people. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=at least 8]",1606240855,ARM
7310952,ARM4939,4939,2020-11-19,2020,1,Protests,Protest with intervention,Protesters (Armenia),Homeland Party,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Sputnik Armenia; Aysor Am,National,"On 19 November 2020, protesters blocked several streets in Yerevan demanding the resignation of the prime minister of Armenia as part of string of nationwide protests against the agreement ending Nagorno-Karabakh conflict. On some streets, the police dispersed the protests and detained 24 people. Among the organizers of the protests was a member of Homeland party. [size=at least 24]",1606240855,ARM
7310951,ARM4938,4938,2020-11-18,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party; Military Forces of Armenia (2018-),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL; Sputnik Armenia,National-International,"On 18 November 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest in Yerevan demanding the resignation of the Prime Minister. Simultaneously, another group of people organized a protest in Republic Square of Armenia supporting the prime minister. Among the protesters were also soldiers. Similar protests took place on the same day by the parliament. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",1606240855,ARM
7310974,ARM4937,4937,2020-11-17,2020,1,Protests,Protest with intervention,Protesters (Armenia),Labour Group (Armenia),6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Aysor Am,National,"On 17 November 2020, a group of employees of Yerevan State University and others organized a protest in front of the Ministry of Education, Science, Culture and Sport in Yerevan demanding a meeting with the minister to understand his position on the statement between the president of Azerbaijan and the prime minister of Armenia to stop the fighting in Nagorno-Karabakh. Police intervened and detained at least 2 people. [size=no report]",1606240855,ARM
7310950,ARM4934,4934,2020-11-16,2020,1,Protests,Peaceful protest,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Sputnik Armenia; News Am,National,"On 16 November 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest in Yerevan demanding the resignation of the Prime Minister. The protesters also marched to the general prosecutor's office demanding to stop the political persecutions of the opposition leaders. The protests in Armenia started upon the signing of the statement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",1606240855,ARM
7310973,ARM4936,4936,2020-11-16,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Aysor Am,National,"On 16 November 2020, parents and relatives of missing soldiers during the war in Nagorno Karabakh, organized a protest in front of the ministry of defense of Armenia in Yerevan demanding a meeting with the minister to address their questions. [size=no report]",1606240855,ARM
7311047,ARM4935,4935,2020-11-16,2020,1,Protests,Peaceful protest,Protesters (Azerbaijan),United Armenia,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 16 November 2020, residents of Hadrut city in Nagorno Karabakh, organized a protest in front of the presidential residency in Yerevan (Yerevan, Armenia), demanding to return Hadrut city under Armenian control. Among the protestors was the member of United Armenia party of Artsakh. [size=no report]",1606240855,ARM
7310949,ARM4933,4933,2020-11-15,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am; Tert,National,"On 15 November 2020, members of Prosperous Armenia, Republican Party of Armenia, Homeland, Armenian Revolutionary Federation parties and others organized a protest in front of the courthouse in Yerevan (Yerevan, Armenia) supporting the detained leader of Homeland party. He was detained on suspicion of plotting to assassinate a government official. The member of Homeland party was detained by the police in unknown circumstances. [size=no report]",1606240855,ARM
7311061,ARM4932,4932,2020-11-15,2020,1,Protests,Peaceful protest,Protesters (Armenia),Military Forces of Armenia (2018-); Adekvad Party,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Sputnik Armenia,National,"On 15 November 2020, hundreds of supporters and relatives of the detained commander of the ''Sisakan'' detachment of Armenian army gathered in front of the courthouse in Yerevan (Yerevan, Armenia), demanding his release. He was detained on suspicion of plotting to assassinate a government official. Among the protesters was the leader of Adekvat party. [size=hundreds]",1606240855,ARM
7302962,ARM4931,4931,2020-11-13,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Sputnik Armenia,National,"On 13 November 2020, thousands of people participated in the protest in Yerevan organized by opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others demanding the resignation of the Prime Minister. The police detained some of the protestors. The protests in Armenia started upon the signing of the agreement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=thousands]",1605565623,ARM
7302947,ARM4929,4929,2020-11-12,2020,1,Protests,Peaceful protest,Protesters (Azerbaijan),Refugees/IDPs (Azerbaijan),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL,International,"On 12 November 2020, residents of Artsakh's Hadrut region, officially citizens of Azerbaijan, organized protests in front of the embassies of France, US and Russia in Yerevan, demanding to return the region under the control of de facto Artsakh republic. According to the joined statement of Armenia and Azerbaijan, Hadrut region will stay under the control of Azerbaijan. [size=no report]",1605565623,ARM
7302770,ARM4930,4930,2020-11-12,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party; Sasna Tsrer,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Tert; Hetq,National,"On 12 November 2020, opposition Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest in Yerevan demanding the resignation of the Prime Minister. Another protests was organized by Sasna Tsrer party for the same reason, in Yerevan city. Police detained some of the protestors, which refused to leave the protest location. The protests in Armenia started upon the signing of the agreement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",1605565622,ARM
7302769,ARM4928,4928,2020-11-11,2020,1,Protests,Protest with intervention,Protesters (Armenia),ARFD: Armenian Revolutionary Federation; HHK: Republican Party of Armenia; BHK: Prosperous Armenia Party; Homeland Party,6,Police Forces of Armenia (2018-),,1,16,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,RFE/RL; News Am,National-International,"On 11 November 2020, opposition parties Prosperous Armenia, Republican Party of Armenia, Homeland Party, Armenian Revolutionary Federation parties and others organized a protest in Yerevan demanding the resignation of the pPime Minister. The police detained 129 protestors. The protests in Armenia started upon the signing of the agreement between the president of Azerbaijan to stop the fighting in Nagorno-Karabakh, which the opposition named as surrender of Artsakh. [size=no report]",1605565622,ARM
7302768,ARM4927,4927,2020-11-10,2020,1,Riots,Violent demonstration,Rioters (Armenia),Military Forces of Armenia (2018-),5,Police Forces of Armenia (2018-),Government of Armenia (2018-); Journalists (Armenia); Civilians (Armenia),1,15,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Eurasianet; Hetq; Caucasian Knot; Aravot,National-Regional,"On 10 November 2020, after the announcement of the joined statement on stopping the fighting in Nagorno Karabakh, hundreds of people started demonstrating in Yerevan demanding the cancellation of the statement. The rioters broke into the government house and parliament and damaged the equipment. Some of the rioters found the speaker of parliament and severely beat him. Several people were detained. During the day the demonstration continued in front of the Parliament. Among the demonstrators, were the civilians from Artsakh and wounded soldiers. Separately, around 40 people attacked the office of Radio Liberty in Yerevan trying to damage the equipment and beat the journalists. [size=hundreds]",1605565622,ARM
7302797,ARM4926,4926,2020-11-09,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Russia (2000-),,8,88,Caucasus and Central Asia,Armenia,Ararat,Ararat,Yeraskh,39.7398,44.8282,2,A1+,National,"On 9 November 2020, the Russian military helicopter was downed by Azerbaijani forces near Yeraskh settlement in Armenia. 2 Russian crew members, soldiers, died and 1 was wounded. Azerbaijani side claimed that the helicopter was hit by mistake.",1605565622,ARM
7296049,ARM4925,4925,2020-11-04,2020,1,Strategic developments,Disrupted weapons use,Military Forces of Armenia (2018-),,1,Military Forces of Azerbaijan (2003-),,8,18,Caucasus and Central Asia,Armenia,Gegharkunik,Vardenis,Shatjrek,40.1612,45.7927,2,Sputnik Armenia,National,"Interception: On 4 November 2020, an Azerbaijani UAV was downed near Shatjrek village of Gegharkunik region, by the Armenian forces.",1604952033,ARM
7296053,ARM4923,4923,2020-11-04,2020,1,Strategic developments,Disrupted weapons use,Military Forces of Armenia (2018-),,1,Military Forces of Azerbaijan (2003-),,8,18,Caucasus and Central Asia,Armenia,Gegharkunik,Vardenis,Akunq,40.1627,45.7226,2,Sputnik Armenia,National,"Interception: On 4 November 2020, an Azerbaijani UAV was downed near Akunq village of Gegharkunik region by the Armenian forces.",1604952033,ARM
7296054,ARM4924,4924,2020-11-04,2020,1,Strategic developments,Disrupted weapons use,Military Forces of Armenia (2018-),,1,Military Forces of Azerbaijan (2003-),,8,18,Caucasus and Central Asia,Armenia,Gegharkunik,Vardenis,Mets Masrik,40.2202,45.7634,2,Sputnik Armenia,National,"Interception: On 4 November 2020, an Azerbaijani UAV was downed between Mets Masrik and Sotk village of Gegharkunik region, according to the Ministry of Defense of Armenia. [coded to Mets Masrik with GP2]",1604952033,ARM
7295834,ARM4922,4922,2020-11-02,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Azerbaijan (2003-),,8,Civilians (Armenia),,7,78,Caucasus and Central Asia,Armenia,Syunik,Davit Bek,Davit Bek,39.3189,46.4941,1,Aravot,National,"On 2 November 2020, one civilian was killed and 2 others were wounded in the shelling of Azerbaijani forces targeting Davit Bek village in Syunik region of Armenia.",1604952032,ARM
7271444,ARM4921,4921,2020-10-30,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Azerbaijan (2003-),,8,,,0,80,Caucasus and Central Asia,Armenia,Syunik,Davit Bek,Davit Bek,39.3189,46.4941,1,A1+,National,"On 30 October 2020, Davit Bek village in Syunik province of Armenia was shelled by Azerbaijani forces. There is no information on casualties mentioned by the source.",1604352465,ARM
7271382,ARM4920,4920,2020-10-27,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),Military Forces of Armenia (2018-) Border Guard,1,18,Caucasus and Central Asia,Armenia,Syunik,Kapan,Kapan,39.2063,46.4058,2,News Am; Ministry of Defence of Azerbaijan,Other-National,"On 27 October 2020, servicemen of Armenian military forces were wounded in drone and rocket attacks of Azerbaijan on a checkpoint close to Iran-Armenia border [the capital of the Syunik region in the south of Armenia, reaching to Iran-Armenia border, coded with GP2]. Armenian army retaliated with the border guards inflicting 'damage and losses' to Azerbaijani army. No details about how border guard attacks took place. Azerbaijani side denied that such attack took place.",1604352465,ARM
7271512,ARM4919,4919,2020-10-26,2020,1,Protests,Peaceful protest,Protesters (Azerbaijan),Women (Azerbaijan),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Factor,National,"On 26 October 2020, women and children from Artsakh organized a protest in front of EU office in Yerevan, demanding measures to stop Azerbaijani attacks toward Artsakh. [size=no report]",1604352465,ARM
7257341,ARM4916,4916,2020-10-23,2020,1,Strategic developments,Disrupted weapons use,Military Forces of Armenia (2018-),,1,Military Forces of Azerbaijan (2003-),,8,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Berd,40.8831,45.3923,3,Hetq,National,"Interception: On 23 October 2020, an UAV belonging to the Azerbaijan military forces was shot down by Armenian forces in the North-Eastern part of the Armenian-Azerbaijani state border. [coded to Berd with GP3]",1603746283,ARM
