data_id,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,location,latitude,longitude,geo_precision,source,source_scale,notes,timestamp,iso3
,#event+code,,#date+occurred,#date+year,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,,#country+code
7207122,ARM3920,3920,2020-04-28,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Baghanis,41.1104,45.0567,2,Ministry of Foreign Affairs of Armenia,Other,"On 28 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Baghanis, Tavush.",1600118392,ARM
7206877,ARM3918,3918,2020-04-28,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 28 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Vayots Dzor.",1600118391,ARM
7206637,ARM3921,3921,2020-04-28,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,Paruyr Sevak,39.7694,44.9141,2,Ministry of Foreign Affairs of Armenia,Other,"On 28 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Paruyr Sevak, Ararat.",1600118390,ARM
7074107,ARM3824,3824,2020-04-27,2020,1,Protests,Peaceful protest,Protesters (Armenia),Sasna Tsrer,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,News Am,National,"On 27 April 2020, members of Sasna Tsrer party organized a protest in Yerevan (Yerevan, Armenia) and demanded to freeze the utility payments till the end of the state of emergency announced by the government due to coronavirus pandemic. [size=no report]",1588608252,ARM
7206762,ARM3915,3915,2020-04-27,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Berdavan,41.2057,44.9982,2,Ministry of Foreign Affairs of Armenia,Other,"On 27 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Berdavan, Tavush.",1600118391,ARM
7206518,ARM3914,3914,2020-04-27,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 27 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Vayots Dzor, in 3 reported incidents during that day.",1600118390,ARM
7207127,ARM3916,3916,2020-04-27,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Idjevan,Vazashen,40.9963,45.2858,2,Ministry of Foreign Affairs of Armenia,Other,"On 27 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Vazashen, Tavush.",1600118392,ARM
7207128,ARM3917,3917,2020-04-27,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 27 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Voskevan, Tavush.",1600118392,ARM
7102693,ARM3913,3913,2020-04-26,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 26 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Voskevan, Tavush, in 2 reported incidents during that day.",1591034735,ARM
7102697,ARM3912,3912,2020-04-26,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Koti,41.1324,45.1054,2,Ministry of Foreign Affairs of Armenia,Other,"On 26 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Koti, Tavush.",1591034735,ARM
7102701,ARM3911,3911,2020-04-26,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Syunik,Meghri,Karchevan,38.8964,46.1858,2,Ministry of Foreign Affairs of Armenia,Other,"On 26 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Karchevan, Syunik.",1591034735,ARM
7070483,ARM3678,3678,2020-04-25,2020,1,Protests,Peaceful protest,Protesters (Armenia),,6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,Tert,National,"On 25 April 2020, a group of people organized a protest in Yerevan (Yerevan, Armenia) and demanded to freeze the utility payments till the end of the state of emergency announced by the government due to coronavirus pandemic. [size=no report]",1588014164,ARM
7208226,ARM3910,3910,2020-04-25,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 25 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Voskevan, Tavush, in 2 reported incidents during that day.",1600118395,ARM
7207495,ARM3907,3907,2020-04-25,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Aygepar,40.9293,45.4663,2,Ministry of Foreign Affairs of Armenia,Other,"On 25 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Aygepar, Tavush.",1600118393,ARM
7207497,ARM3909,3909,2020-04-25,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Chinari,40.8552,45.5761,2,Ministry of Foreign Affairs of Armenia,Other,"On 25 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Chinari, Tavush, in 2 reported incidents during that day.",1600118393,ARM
7207129,ARM3905,3905,2020-04-25,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 25 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Vayots Dzor, in 2 reported incidents during that day.",1600118392,ARM
7207130,ARM3906,3906,2020-04-25,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 25 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Aygedzor, Tavush, in 2 reported incidents during that day.",1600118392,ARM
7207132,ARM3908,3908,2020-04-25,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Berdavan,41.2057,44.9982,2,Ministry of Foreign Affairs of Armenia,Other,"On 25 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Berdavan, Tavush.",1600118392,ARM
7102553,ARM3904,3904,2020-04-24,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 24 April 2020, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Aygedzor, Tavush.",1591034735,ARM
7206773,ARM3899,3899,2020-04-23,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 23 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Voskevan, Tavush.",1600118391,ARM
7206774,ARM3897,3897,2020-04-23,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Baghanis,41.1104,45.0567,2,Ministry of Foreign Affairs of Armenia,Other,"On 23 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Baghanis, Tavush.",1600118391,ARM
7207136,ARM3896,3896,2020-04-23,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 23 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Vayots Dzor, in 5 reported incidents during that day.",1600118392,ARM
7206896,ARM3898,3898,2020-04-23,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Syunik,Sisian,Shaghat,39.5648,45.9103,2,Ministry of Foreign Affairs of Armenia,Other,"On 23 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Shaghat, Syunik.",1600118391,ARM
7207261,ARM3890,3890,2020-04-22,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Syunik,Sisian,Angeghakot,39.5705,45.9418,2,Ministry of Foreign Affairs of Armenia,Other,"On 22 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Angeghakot, Syunik.",1600118392,ARM
7207019,ARM3891,3891,2020-04-22,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 22 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Vayots Dzor, in 2 reported incidents during that day.",1600118392,ARM
7206537,ARM3895,3895,2020-04-22,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 22 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Voskevan, Tavush.",1600118390,ARM
7206576,ARM3894,3894,2020-04-22,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Nerkin Karmiraghbyur,40.9428,45.4379,2,Ministry of Foreign Affairs of Armenia,Other,"On 22 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Nerkin Karmiraghbyur, Tavush.",1600118390,ARM
7206616,ARM3893,3893,2020-04-22,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Berdavan,41.2057,44.9982,2,Ministry of Foreign Affairs of Armenia,Other,"On 22 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Berdavan, Tavush.",1600118390,ARM
7207142,ARM3892,3892,2020-04-22,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Baghanis,41.1104,45.0567,2,Ministry of Foreign Affairs of Armenia,Other,"On 22 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Baghanis, Tavush.",1600118392,ARM
7206499,ARM3884,3884,2020-04-21,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 21 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Aygedzor, Tavush.",1600118390,ARM
7206513,ARM3887,3887,2020-04-21,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Syunik,Sisian,Shaghat,39.5648,45.9103,2,Ministry of Foreign Affairs of Armenia,Other,"On 21 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Shaghat, Syunik.",1600118390,ARM
7206782,ARM3883,3883,2020-04-21,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 21 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Vayots Dzor.",1600118391,ARM
7206788,ARM3889,3889,2020-04-21,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Idjevan,Vazashen,40.9963,45.2858,2,Ministry of Foreign Affairs of Armenia,Other,"On 21 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Vazashen, Tavush.",1600118391,ARM
7206542,ARM3888,3888,2020-04-21,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Gegharkunik,Karmir,Vahan,40.5757,45.3992,2,Ministry of Foreign Affairs of Armenia,Other,"On 21 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Vahan, Gegharkunik.",1600118390,ARM
7206583,ARM3885,3885,2020-04-21,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Kolagir,40.7942,45.4210,2,Ministry of Foreign Affairs of Armenia,Other,"On 21 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Kolagir, Tavush, in 2 reported incidents during that day.",1600118390,ARM
7119545,ARM3677,3677,2020-04-21,2020,1,Protests,Peaceful protest,Protesters (Armenia),Women (Armenia); Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Lori,Vanadzor,Vanadzor,40.8106,44.4854,1,News Am,National,"On 21 April 2020, dozens of workers of a sewing factory, most of whom were women, held a protest in Vanadzor (Vanadzor, Gugark, Lori) and demanded to restart the work of the factory as it was closed due to coronavirus pandemic. Women protesters complained that they had to stay at home while they are still able to work. [size=dozens]",1591635267,ARM
7070188,ARM3676,3676,2020-04-21,2020,1,Protests,Peaceful protest,Protesters (Armenia),Labour Group (Armenia),6,,,0,60,Caucasus and Central Asia,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,1,168 Hours,National,"On 21 April 2020, drivers and owners of touristic buses held a protest in Yerevan (Yerevan, Armenia) and demanded to postpone their credit payments for 1 year to neutralize the economic consequences of the coronavirus pandemic. [size=no report]",1588014163,ARM
7206908,ARM3886,3886,2020-04-21,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Nerkin Karmiraghbyur,40.9428,45.4379,2,Ministry of Foreign Affairs of Armenia,Other,"On 21 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Nerkin Karmiraghbyur, Tavush.",1600118391,ARM
7102569,ARM3880,3880,2020-04-20,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 20 April 2020, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Aygedzor, Tavush, in 2 reported incidents during that day.",1591034735,ARM
7102570,ARM3881,3881,2020-04-20,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Idjevan,Sarigyugh,41.0354,45.1447,2,Ministry of Foreign Affairs of Armenia,Other,"On 20 April 2020, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Sarigyugh, Tavush.",1591034735,ARM
7102571,ARM3882,3882,2020-04-20,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Ararat,Ararat,Yeraskh,39.7398,44.8282,2,Ministry of Foreign Affairs of Armenia,Other,"On 20 April 2020, military forces of Azerbaijan fired with small arms on the positions of the military forces of Armenia located near Yeraskh, Ararat.",1591034735,ARM
7102566,ARM3877,3877,2020-04-19,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 19 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Areni, Vayots Dzor.",1591034735,ARM
7102567,ARM3878,3878,2020-04-19,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Baghanis,41.1104,45.0567,2,Ministry of Foreign Affairs of Armenia,Other,"On 19 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Baghanis, Tavush.",1591034735,ARM
7102568,ARM3879,3879,2020-04-19,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Nerkin Karmiraghbyur,40.9428,45.4379,2,Ministry of Foreign Affairs of Armenia,Other,"On 19 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles on the positions of the military forces of Armenia located near Nerkin Karmiraghbyur, Tavush.",1591034735,ARM
7206478,ARM3875,3875,2020-04-18,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Gegharkunik,Karmir,Vahan,40.5757,45.3992,2,Ministry of Foreign Affairs of Armenia,Other,"On 18 April 2020, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Vahan, Gegharkunik.",1600118390,ARM
7206789,ARM3874,3874,2020-04-18,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Nerkin Karmiraghbyur,40.9428,45.4379,2,Ministry of Foreign Affairs of Armenia,Other,"On 18 April 2020, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Nerkin Karmiraghbyur, Tavush.",1600118391,ARM
7206791,ARM3876,3876,2020-04-18,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 18 April 2020, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Voskevan, Tavush.",1600118391,ARM
7206549,ARM3873,3873,2020-04-18,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Chinari,40.8552,45.5761,2,Ministry of Foreign Affairs of Armenia,Other,"On 18 April 2020, military forces of Azerbaijan fired with small arms/heavy machine guns on the positions of the military forces of Armenia located near Chinari, Tavush.",1600118390,ARM
7206916,ARM3865,3865,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Aygedzor,40.8308,45.5439,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Aygedzor, Tavush, in 2 reported incidents during that day.",1600118391,ARM
7206918,ARM3867,3867,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Baghanis,41.1104,45.0567,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Baghanis, Tavush, in 3 reported incidents during that day.",1600118391,ARM
7206794,ARM3864,3864,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Vayots Dzor,Yeghegnadzor,Areni,39.7259,45.1850,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Areni, Vayots Dzor, in 6 reported incidents during that day.",1600118391,ARM
7206796,ARM3866,3866,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Aygepar,40.9293,45.4663,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Aygepar, Tavush, in 5 reported incidents during that day.",1600118391,ARM
7206800,ARM3870,3870,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Gegharkunik,Karmir,Ttujur,40.6474,45.3118,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Ttujur, Gegharkunik, in 2 reported incidents during that day.",1600118391,ARM
7206558,ARM3871,3871,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskepar,41.0654,45.0595,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Voskepar, Tavush.",1600118390,ARM
7206559,ARM3872,3872,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Voskevan, Tavush.",1600118390,ARM
7206569,ARM3869,3869,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Movses,40.9057,45.4923,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Movses, Tavush.",1600118390,ARM
7206595,ARM3868,3868,2020-04-17,2020,1,Battles,Armed clash,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Tavush,Chinari,40.8552,45.5761,2,Ministry of Foreign Affairs of Armenia,Other,"On 17 April 2020, military forces of Azerbaijan fired with small arms/sniper rifles/heavy machine guns on the positions of the military forces of Armenia located near Chinari, Tavush, in 2 reported incidents during that day.",1600118390,ARM
7206689,ARM3858,3858,2020-04-16,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Berdavan,41.2057,44.9982,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 April 2020, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/sniper rifles/heavy machine guns, on the positions of the military forces of Armenia located near Berdavan, Tavush.",1600118391,ARM
7206495,ARM3863,3863,2020-04-16,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Voskevan,41.1204,45.0636,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 April 2020, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/sniper rifles/heavy machine guns, on the positions of the military forces of Armenia located near Voskevan, Tavush.",1600118390,ARM
7206803,ARM3862,3862,2020-04-16,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Azerbaijan (2003-),,8,Military Forces of Armenia (2018-),,1,18,Caucasus and Central Asia,Armenia,Tavush,Noyemberyan,Koti,41.1324,45.1054,2,Ministry of Foreign Affairs of Armenia,Other,"On 16 April 2020, military forces of Azerbaijan fired with primarily heavy weapons, including small arms/sniper rifles/heavy machine guns, on the positions of the military forces of Armenia located near Koti, Tavush, in 5 reported incidents during that day.",1600118391,ARM
